TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
0                    ,                     , 1        , 6        , 1       ,          ,         , BEGIN                    ,                
824                  , 824                 , 1        , 8        , 2       , 8        , 2       , CREATE                   ,                
834                  , 10                  , 1        , 8        , 2       , 8        , 2       , RESTART ON SAME CPU      ,                
869                  , 34                  , 1        , 8        , 2       , 8        , 2       , PREEMPTED                ,                
904                  , 35                  , 1        , 8        , 2       , 8        , 2       , RESTART ON SAME CPU      ,                
1332                 , 427                 , 1        , 8        , 2       , 8        , 2       , PREEMPTED                ,                
2001                 , 669                 , 1        , 8        , 2       , 8        , 2       , RESTART ON SAME CPU      ,                
2015                 , 14                  , 1        , 8        , 2       , 8        , 2       , PREEMPTED                ,                
2044                 , 28                  , 1        , 8        , 2       , 8        , 2       , RESTART ON SAME CPU      ,                
2277                 , 233                 , 1        , 8        , 2       , 8        , 2       , PREEMPTED                ,                
2304                 , 26                  , 1        , 8        , 2       , 8        , 2       , RESTART ON SAME CPU      ,                
2314                 , 9                   , 1        , 8        , 2       , 8        , 2       , PREEMPTED                ,                
2340                 , 26                  , 1        , 8        , 2       , 8        , 2       , RESTART ON SAME CPU      ,                
6005                 , 6005                , 3        , 31       , 2       , 31       , 2       , CREATE                   ,                
6011                 , 6                   , 3        , 31       , 2       , 31       , 2       , RESTART ON SAME CPU      ,                
6011                 , 6011                , 2        , 18       , 1       , 18       , 1       , CREATE                   ,                
6026                 , 15                  , 2        , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
6059                 , 48                  , 3        , 31       , 2       , 31       , 2       , SLEEPING ON              , cond var       
6066                 , 6066                , 4        , 0        , 1       , 0        , 1       , CREATE                   ,                
6067                 , 6067                , 5        , 30       , 2       , 30       , 2       , CREATE                   ,                
6071                 , 12                  , 3        , 31       , 2       , 31       , 2       , PREEMPTED                ,                
6072                 , 5                   , 4        , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
6073                 , 6                   , 5        , 30       , 2       , 30       , 2       , RESTART ON SAME CPU      ,                
6076                 , 6076                , 6        , 6        , 1       , 6        , 1       , CREATE                   ,                
6080                 , 4                   , 6        , 6        , 1       , 6        , 1       , RESTART ON SAME CPU      ,                
6081                 , 54                  , 2        , 18       , 1       , 18       , 1       , SLEEPING ON              , cond var       
6090                 , 17                  , 4        , 0        , 1       , 0        , 1       , SLEEPING ON              , cond var       
6092                 , 18                  , 5        , 30       , 2       , 30       , 2       , SLEEPING ON              , cond var       
6093                 , 12                  , 2        , 18       , 1       , 18       , 1       , PREEMPTED                ,                
6095                 , 14                  , 6        , 6        , 1       , 6        , 1       , SLEEPING ON              , cond var       
6098                 , 8                   , 4        , 0        , 1       , 0        , 1       , PREEMPTED                ,                
6099                 , 6099                , 7        , 31       , 2       , 31       , 2       , CREATE                   ,                
6099                 , 7                   , 5        , 30       , 2       , 30       , 2       , PREEMPTED                ,                
6100                 , 4                   , 6        , 6        , 1       , 6        , 1       , PREEMPTED                ,                
6103                 , 4                   , 7        , 31       , 2       , 31       , 2       , RESTART ON SAME CPU      ,                
6114                 , 10                  , 7        , 31       , 2       , 31       , 2       , SLEEPING ON              , cond var       
6130                 , 16                  , 7        , 31       , 2       , 31       , 2       , PREEMPTED                ,                
6151                 , 6151                , 9        , 31       , 2       , 31       , 2       , CREATE                   ,                
6156                 , 4                   , 9        , 31       , 2       , 31       , 2       , RESTART ON SAME CPU      ,                
6165                 , 9                   , 9        , 31       , 2       , 31       , 2       , SLEEPING ON              , cond var       
6172                 , 6                   , 9        , 31       , 2       , 31       , 2       , PREEMPTED                ,                
6172                 , 6172                , 8        , 20       , 1       , 20       , 1       , CREATE                   ,                
6185                 , 13                  , 8        , 20       , 1       , 20       , 1       , RESTART ON SAME CPU      ,                
6195                 , 6195                , 10       , 2        , 1       , 2        , 1       , CREATE                   ,                
6196                 , 6196                , 11       , 31       , 2       , 31       , 2       , CREATE                   ,                
6201                 , 4                   , 11       , 31       , 2       , 31       , 2       , RESTART ON SAME CPU      ,                
6205                 , 10                  , 10       , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
6221                 , 19                  , 11       , 31       , 2       , 31       , 2       , SLEEPING ON              , cond var       
6227                 , 6                   , 11       , 31       , 2       , 31       , 2       , PREEMPTED                ,                
6230                 , 44                  , 8        , 20       , 1       , 20       , 1       , SLEEPING ON              , cond var       
6233                 , 6233                , 12       , 16       , 1       , 16       , 1       , CREATE                   ,                
6235                 , 29                  , 10       , 2        , 1       , 2        , 1       , SLEEPING ON              , cond var       
6237                 , 4                   , 12       , 16       , 1       , 16       , 1       , RESTART ON SAME CPU      ,                
6237                 , 7                   , 8        , 20       , 1       , 20       , 1       , PREEMPTED                ,                
6242                 , 7                   , 10       , 2        , 1       , 2        , 1       , PREEMPTED                ,                
6251                 , 13                  , 12       , 16       , 1       , 16       , 1       , SLEEPING ON              , cond var       
6251                 , 6251                , 13       , 31       , 2       , 31       , 2       , CREATE                   ,                
6255                 , 4                   , 13       , 31       , 2       , 31       , 2       , RESTART ON SAME CPU      ,                
6257                 , 5                   , 12       , 16       , 1       , 16       , 1       , PREEMPTED                ,                
6265                 , 10                  , 13       , 31       , 2       , 31       , 2       , SLEEPING ON              , cond var       
6270                 , 5                   , 13       , 31       , 2       , 31       , 2       , PREEMPTED                ,                
6281                 , 6281                , 14       , 22       , 1       , 22       , 1       , CREATE                   ,                
6286                 , 4                   , 14       , 22       , 1       , 22       , 1       , RESTART ON SAME CPU      ,                
6295                 , 6295                , 15       , 31       , 2       , 31       , 2       , CREATE                   ,                
6299                 , 13                  , 14       , 22       , 1       , 22       , 1       , SLEEPING ON              , cond var       
6299                 , 4                   , 15       , 31       , 2       , 31       , 2       , RESTART ON SAME CPU      ,                
6307                 , 7                   , 14       , 22       , 1       , 22       , 1       , PREEMPTED                ,                
6309                 , 10                  , 15       , 31       , 2       , 31       , 2       , SLEEPING ON              , cond var       
6316                 , 6                   , 15       , 31       , 2       , 31       , 2       , PREEMPTED                ,                
6323                 , 6323                , 16       , 4        , 1       , 4        , 1       , CREATE                   ,                
6327                 , 4                   , 16       , 4        , 1       , 4        , 1       , RESTART ON SAME CPU      ,                
6339                 , 6339                , 17       , 31       , 2       , 31       , 2       , CREATE                   ,                
6341                 , 14                  , 16       , 4        , 1       , 4        , 1       , SLEEPING ON              , cond var       
6343                 , 4                   , 17       , 31       , 2       , 31       , 2       , RESTART ON SAME CPU      ,                
6347                 , 5                   , 16       , 4        , 1       , 4        , 1       , PREEMPTED                ,                
6353                 , 10                  , 17       , 31       , 2       , 31       , 2       , SLEEPING ON              , cond var       
6358                 , 4                   , 17       , 31       , 2       , 31       , 2       , PREEMPTED                ,                
6366                 , 6366                , 18       , 18       , 1       , 18       , 1       , CREATE                   ,                
6371                 , 4                   , 18       , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
6393                 , 22                  , 18       , 18       , 1       , 18       , 1       , SLEEPING ON              , cond var       
6394                 , 6394                , 19       , 31       , 2       , 31       , 2       , CREATE                   ,                
6398                 , 4                   , 19       , 31       , 2       , 31       , 2       , RESTART ON SAME CPU      ,                
6400                 , 6                   , 18       , 18       , 1       , 18       , 1       , PREEMPTED                ,                
6409                 , 10                  , 19       , 31       , 2       , 31       , 2       , SLEEPING ON              , cond var       
6414                 , 5                   , 19       , 31       , 2       , 31       , 2       , PREEMPTED                ,                
6421                 , 6421                , 20       , 0        , 1       , 0        , 1       , CREATE                   ,                
6426                 , 5                   , 20       , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
6435                 , 6435                , 21       , 31       , 2       , 31       , 2       , CREATE                   ,                
6438                 , 11                  , 20       , 0        , 1       , 0        , 1       , SLEEPING ON              , cond var       
6439                 , 4                   , 21       , 31       , 2       , 31       , 2       , RESTART ON SAME CPU      ,                
6445                 , 6                   , 20       , 0        , 1       , 0        , 1       , PREEMPTED                ,                
6449                 , 10                  , 21       , 31       , 2       , 31       , 2       , SLEEPING ON              , cond var       
6454                 , 5                   , 21       , 31       , 2       , 31       , 2       , PREEMPTED                ,                
6457                 , 6457                , 22       , 6        , 1       , 6        , 1       , CREATE                   ,                
6461                 , 3                   , 22       , 6        , 1       , 6        , 1       , RESTART ON SAME CPU      ,                
6473                 , 11                  , 22       , 6        , 1       , 6        , 1       , SLEEPING ON              , cond var       
6476                 , 6476                , 23       , 31       , 2       , 31       , 2       , CREATE                   ,                
6478                 , 5                   , 22       , 6        , 1       , 6        , 1       , PREEMPTED                ,                
6481                 , 4                   , 23       , 31       , 2       , 31       , 2       , RESTART ON SAME CPU      ,                
6491                 , 10                  , 23       , 31       , 2       , 31       , 2       , SLEEPING ON              , cond var       
6496                 , 5                   , 23       , 31       , 2       , 31       , 2       , PREEMPTED                ,                
6501                 , 6501                , 24       , 20       , 1       , 20       , 1       , CREATE                   ,                
6505                 , 4                   , 24       , 20       , 1       , 20       , 1       , RESTART ON SAME CPU      ,                
6517                 , 6517                , 25       , 31       , 2       , 31       , 2       , CREATE                   ,                
6521                 , 4                   , 25       , 31       , 2       , 31       , 2       , RESTART ON SAME CPU      ,                
6524                 , 19                  , 24       , 20       , 1       , 20       , 1       , SLEEPING ON              , kernel RW lock 
6530                 , 5                   , 24       , 20       , 1       , 20       , 1       , PREEMPTED                ,                
6531                 , 10                  , 25       , 31       , 2       , 31       , 2       , SLEEPING ON              , cond var       
6536                 , 4                   , 25       , 31       , 2       , 31       , 2       , PREEMPTED                ,                
6541                 , 10                  , 24       , 20       , 1       , 20       , 1       , RESTART ON SAME CPU      ,                
6550                 , 4210                , 1        , 8        , 2       , 8        , 2       , SLEEPING ON              , cond var       
6567                 , 16                  , 1        , 8        , 2       , 8        , 2       , PREEMPTED                ,                
